"","HHID","HHSPLITID","STATEID","DISTID","PSUID","NR8","Remittance","NR13B","NR10","NR5","Age","num_non_res","marital_status","relation_to_hh","INCOME","INCOMEPC","INCREMIT","hh_size","COPC","URBAN2011","edu_level","edu_num","Gender","married","unmarried","widowed","urban","non_resident_remits","hhY_minus_Remt","log_hhY_minus_Remt","states_numeric","EAG"
"95",20,1,"(01) Jammu & Kashmir 01",12,6,"(1) same state",13000,NA,"(09) 9th class","(1) Male",11,1,"(2) Unmarried","(03) Son/Daughter",31780,15890,13000,2,79775,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,18780,9.84054775276225,1,1
"96",30,1,"(01) Jammu & Kashmir 01",12,6,"(1) same state",36000,NA,"(12) High Secondary","(1) Male",40,2,"(1) Married","(02) Wife/Husband",175900,25128.5722656,132000,7,23609.7148438,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,TRUE,139900,11.8486831606536,1,1
"97",30,1,"(01) Jammu & Kashmir 01",12,6,"(2) another state",96000,NA,"(12) High Secondary","(1) Male",27,2,"(2) Unmarried","(03) Son/Daughter",175900,25128.5722656,132000,7,23609.7148438,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,TRUE,79900,11.2885311317544,1,1
"98",50,1,"(01) Jammu & Kashmir 01",12,6,"(2) another state",24000,NA,"(00) none","(1) Male",42,1,"(1) Married","(02) Wife/Husband",24800,6200,24000,4,48128,"(0) rural 0","None","0",1,1,0,0,0,TRUE,800,6.68461172766793,1,1
"99",80,1,"(01) Jammu & Kashmir 01",12,6,"(2) another state",96000,NA,"(12) High Secondary","(1) Male",32,2,"(1) Married","(02) Wife/Husband",122350,40783.3320313,106000,3,46381.3320313,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,TRUE,26350,10.1792235539695,1,1
"100",80,1,"(01) Jammu & Kashmir 01",12,6,"(1) same state",10000,NA,"(12) High Secondary","(1) Male",38,2,"(1) Married","(11) Other relatives",122350,40783.3320313,106000,3,46381.3320313,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,TRUE,112350,11.6293742776135,1,1
"101",100,1,"(01) Jammu & Kashmir 01",12,6,"(2) another state",24000,NA,"(08) 8th class","(1) Male",52,2,"(1) Married","(02) Wife/Husband",88700,17740,44000,5,34266.3984375,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,64700,11.077516480489,1,1
"102",100,1,"(01) Jammu & Kashmir 01",12,6,"(2) another state",20000,NA,"(11) 11th Class","(1) Male",32,2,"(1) Married","(02) Wife/Husband",88700,17740,44000,5,34266.3984375,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,TRUE,68700,11.1375044782104,1,1
"103",110,1,"(01) Jammu & Kashmir 01",12,6,"(1) same state",NA,7000,"(09) 9th class","(1) Male",25,1,"(1) Married","(03) Son/Daughter",85825,21456.25,NA,4,28182.6015625,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,FALSE,85825,11.3600656183259,1,1
"104",110,2,"(01) Jammu & Kashmir 01",12,6,"(1) same state",7000,NA,"(06) 6th class","(1) Male",50,1,"(1) Married","(06) Father/Mother",112500,37500,7000,3,27706.6660157,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,105500,11.5664662318983,1,1
"105",140,1,"(01) Jammu & Kashmir 01",12,6,"(2) another state",20000,5000,"(08) 8th class","(1) Male",36,1,"(1) Married","(03) Son/Daughter",416300,59471.4296875,20000,7,34198.8554688,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,396300,12.8899267791785,1,1
"106",200,1,"(01) Jammu & Kashmir 01",12,6,"(2) another state",35000,NA,"(08) 8th class","(1) Male",35,2,"(1) Married","(02) Wife/Husband",99286,16547.6660156,70000,6,21814,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,64286,11.0710971571258,1,1
"107",200,1,"(01) Jammu & Kashmir 01",12,6,"(2) another state",35000,NA,"(08) 8th class","(1) Male",28,2,"(1) Married","(02) Wife/Husband",99286,16547.6660156,70000,6,21814,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,64286,11.0710971571258,1,1
"108",10,1,"(01) Jammu & Kashmir 01",13,1,"(1) same state",5000,4000,"(07) 7th class","(1) Male",25,1,"(2) Unmarried","(03) Son/Daughter",62630,15657.5,5000,4,20676,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,57630,10.9617985444307,1,1
"109",20,1,"(01) Jammu & Kashmir 01",13,1,"(1) same state",NA,60000,"(15) Bachelors","(1) Male",25,1,"(2) Unmarried","(03) Son/Daughter",53120,10624,NA,5,21458,"(0) rural 0","Bachelors","5",1,0,1,0,0,FALSE,53120,10.8803087841503,1,1
"110",30,1,"(01) Jammu & Kashmir 01",13,1,"(1) same state",5000,NA,"(08) 8th class","(1) Male",22,2,"(2) Unmarried","(03) Son/Daughter",47180,15726.6669922,25000,3,66094,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,42180,10.6497014540328,1,1
"111",30,1,"(01) Jammu & Kashmir 01",13,1,"(2) another state",20000,NA,"(08) 8th class","(1) Male",20,2,"(2) Unmarried","(03) Son/Daughter",47180,15726.6669922,25000,3,66094,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,27180,10.2102366877051,1,1
"112",40,2,"(01) Jammu & Kashmir 01",13,1,"(1) same state",3600,NA,"(09) 9th class","(1) Male",62,1,"(1) Married","(06) Father/Mother",103500,17250,3600,6,23669.3339844,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,99900,11.5119249646366,1,1
"113",50,1,"(01) Jammu & Kashmir 01",13,1,"(1) same state",NA,NA,"(10) Secondary","(1) Male",25,1,"(2) Unmarried","(03) Son/Daughter",95660,19132,NA,5,72772.796875,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,95660,11.4685555172343,1,1
"114",60,1,"(01) Jammu & Kashmir 01",13,1,"(1) same state",NA,4000,"(00) none","(2) Female",82,1,"(3) Widowed","(06) Father/Mother",48460,8076.6665039,NA,6,24477.3339844,"(0) rural 0","None","0",0,0,0,1,0,FALSE,48460,10.7884939943705,1,1
"115",90,1,"(01) Jammu & Kashmir 01",13,1,"(1) same state",NA,500,"(00) none","(2) Female",65,1,"(3) Widowed","(06) Father/Mother",38600,9650,NA,4,23674.6992188,"(0) rural 0","None","0",0,0,0,1,0,FALSE,38600,10.5610075554529,1,1
"116",120,1,"(01) Jammu & Kashmir 01",13,1,"(1) same state",NA,NA,"(10) Secondary","(1) Male",32,4,"(1) Married","(03) Son/Daughter",83800,16760,NA,5,21561.5996094,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,FALSE,83800,11.3361882864702,1,1
"117",120,1,"(01) Jammu & Kashmir 01",13,1,"(1) same state",NA,NA,"(10) Secondary","(2) Female",28,4,"(1) Married","(04) Daughter-/Son-inlaw",83800,16760,NA,5,21561.5996094,"(0) rural 0","Classes 6-10","2",0,1,0,0,0,FALSE,83800,11.3361882864702,1,1
"118",120,1,"(01) Jammu & Kashmir 01",13,1,"(1) same state",NA,NA,"(00) none","(2) Female",3,4,"(2) Unmarried","(05) Grandchild",83800,16760,NA,5,21561.5996094,"(0) rural 0","None","0",0,0,1,0,0,FALSE,83800,11.3361882864702,1,1
"119",120,1,"(01) Jammu & Kashmir 01",13,1,"(1) same state",NA,NA,"(00) none","(1) Male",1,4,"(2) Unmarried","(05) Grandchild",83800,16760,NA,5,21561.5996094,"(0) rural 0","None","0",1,0,1,0,0,FALSE,83800,11.3361882864702,1,1
"120",130,1,"(01) Jammu & Kashmir 01",13,1,"(2) another state",1e+05,NA,"(12) High Secondary","(1) Male",25,1,"(2) Unmarried","(03) Son/Daughter",188350,47087.5,1e+05,4,232129.5,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,TRUE,88350,11.3890614777478,1,1
"121",150,1,"(01) Jammu & Kashmir 01",13,1,"(2) another state",150000,NA,"(12) High Secondary","(1) Male",42,1,"(1) Married","(02) Wife/Husband",136200,34050,150000,4,38181.25,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,TRUE,-13800,-9.5324238711453,1,1
"122",170,1,"(01) Jammu & Kashmir 01",13,1,"(2) another state",NA,NA,"(15) Bachelors","(1) Male",35,1,"(1) Married","(03) Son/Daughter",2750,916.666687,NA,3,195933.328125,"(0) rural 0","Bachelors","5",1,1,0,0,0,FALSE,2750,7.91935619066062,1,1
"123",180,1,"(01) Jammu & Kashmir 01",13,1,"(1) same state",NA,5000,"(05) 5th class","(1) Male",30,1,"(1) Married","(03) Son/Daughter",160265,26710.8339844,NA,6,39774,"(0) rural 0","Classes 1-5","1",1,1,0,0,0,FALSE,160265,11.9845839741465,1,1
"124",190,1,"(01) Jammu & Kashmir 01",13,1,"(2) another state",25000,NA,"(12) High Secondary","(1) Male",34,1,"(1) Married","(02) Wife/Husband",321900,32190,25000,10,40156.1992188,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,TRUE,296900,12.6011506607519,1,1
"125",200,1,"(01) Jammu & Kashmir 01",13,1,"(2) another state",50000,NA,"(00) none","(1) Male",45,1,"(1) Married","(02) Wife/Husband",80350,20087.5,50000,4,29014.5,"(0) rural 0","None","0",1,1,0,0,0,TRUE,30350,10.3205517964876,1,1
"126",20,1,"(01) Jammu & Kashmir 01",13,2,"(1) same state",60000,NA,"(10) Secondary","(1) Male",35,2,"(1) Married","(02) Wife/Husband",268950,33618.75,60000,8,25965.5,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,208950,12.2498502678761,1,1
"127",20,1,"(01) Jammu & Kashmir 01",13,2,"(1) same state",NA,5100,"(12) High Secondary","(1) Male",45,2,"(1) Married","(03) Son/Daughter",268950,33618.75,60000,8,25965.5,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,FALSE,268950,12.5022807677014,1,1
"128",60,1,"(01) Jammu & Kashmir 01",13,2,"(1) same state",96000,NA,"(10) Secondary","(1) Male",NA,2,"(1) Married","(02) Wife/Husband",88400,22100,96000,4,54485,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,-7600,-8.93590352627442,1,1
"129",60,1,"(01) Jammu & Kashmir 01",13,2,"(1) same state",NA,15000,"(12) High Secondary","(2) Female",18,2,"(2) Unmarried","(03) Son/Daughter",88400,22100,96000,4,54485,"(0) rural 0","Classes 11-12","3",0,0,1,0,0,FALSE,88400,11.3896272486257,1,1
"130",70,1,"(01) Jammu & Kashmir 01",13,2,"(1) same state",5100,NA,"(10) Secondary","(1) Male",65,1,"(1) Married","(06) Father/Mother",336500,84125,5100,4,135397,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,331400,12.7110813839746,1,1
"131",130,1,"(01) Jammu & Kashmir 01",13,2,"(1) same state",60000,NA,"(10) Secondary","(1) Male",32,2,"(1) Married","(02) Wife/Husband",117006,23401.1992188,108000,5,36964,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,57006,10.9509118044348,1,1
"132",130,1,"(01) Jammu & Kashmir 01",13,2,"(1) same state",48000,NA,"(10) Secondary","(1) Male",28,2,"(1) Married","(02) Wife/Husband",117006,23401.1992188,108000,5,36964,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,69006,11.1419487363206,1,1
"133",140,1,"(01) Jammu & Kashmir 01",13,2,"(1) same state",96000,NA,"(12) High Secondary","(1) Male",32,1,"(1) Married","(02) Wife/Husband",256750,64187.5,96000,4,33244.5,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,TRUE,160750,11.9876056420999,1,1
"134",150,1,"(01) Jammu & Kashmir 01",13,2,"(1) same state",15000,NA,"(08) 8th class","(1) Male",50,1,"(1) Married","(03) Son/Daughter",29800,29800,15000,1,64816,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,14800,9.60238245975221,1,1
"135",160,1,"(01) Jammu & Kashmir 01",13,2,"(1) same state",96000,NA,"(08) 8th class","(1) Male",39,1,"(1) Married","(02) Wife/Husband",126550,42183.3320313,96000,3,44938.6679688,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,30550,10.3271199645997,1,1
"136",200,1,"(01) Jammu & Kashmir 01",13,2,"(1) same state",NA,NA,"(10) Secondary","(1) Male",40,2,"(1) Married","(06) Father/Mother",78400,19600,NA,4,24749,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,FALSE,78400,11.2695792063385,1,1
"137",200,1,"(01) Jammu & Kashmir 01",13,2,"(1) same state",NA,NA,"(00) none","(2) Female",38,2,"(1) Married","(06) Father/Mother",78400,19600,NA,4,24749,"(0) rural 0","None","0",0,1,0,0,0,FALSE,78400,11.2695792063385,1,1
"138",20,1,"(01) Jammu & Kashmir 01",13,3,"(1) same state",NA,NA,"(10) Secondary","(1) Male",55,2,"(1) Married","(02) Wife/Husband",175200,87600,NA,2,107621,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,FALSE,175200,12.0736834574844,1,1
"139",20,1,"(01) Jammu & Kashmir 01",13,3,"(2) another state",NA,1e+05,"(12) High Secondary","(1) Male",19,2,"(2) Unmarried","(03) Son/Daughter",175200,87600,NA,2,107621,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,FALSE,175200,12.0736834574844,1,1
"140",80,1,"(01) Jammu & Kashmir 01",13,3,"(2) another state",3000,8000,"(15) Bachelors","(1) Male",21,1,"(2) Unmarried","(03) Son/Daughter",57125,11425,3000,5,38616,"(0) rural 0","Bachelors","5",1,0,1,0,0,TRUE,54125,10.8990514653048,1,1
"141",100,1,"(01) Jammu & Kashmir 01",13,3,"(1) same state",96000,NA,"(10) Secondary","(1) Male",40,1,"(1) Married","(02) Wife/Husband",90055,15009.1669922,96000,6,45770.6679688,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,-5945,-8.69030580912488,1,1
"142",140,1,"(01) Jammu & Kashmir 01",13,3,"(1) same state",15000,NA,"(10) Secondary","(1) Male",50,1,"(1) Married","(10) Brother-/Sister-inlaw",108400,54200,15000,2,34670,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,93400,11.4446466242169,1,1
"143",190,1,"(01) Jammu & Kashmir 01",13,3,"(1) same state",48000,NA,"(10) Secondary","(1) Male",30,1,"(1) Married","(02) Wife/Husband",114400,16342.8574219,48000,7,27491.7148438,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,66400,11.1034523354645,1,1
"144",10,1,"(01) Jammu & Kashmir 01",13,4,"(1) same state",NA,NA,"(12) High Secondary","(1) Male",38,2,"(1) Married","(06) Father/Mother",99875,19975,NA,5,22605.1992188,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,FALSE,99875,11.5116746830686,1,1
"145",10,1,"(01) Jammu & Kashmir 01",13,4,"(1) same state",NA,NA,"(08) 8th class","(2) Female",35,2,"(1) Married","(06) Father/Mother",99875,19975,NA,5,22605.1992188,"(0) rural 0","Classes 6-10","2",0,1,0,0,0,FALSE,99875,11.5116746830686,1,1
"146",30,1,"(01) Jammu & Kashmir 01",13,4,"(1) same state",10000,NA,"(09) 9th class","(2) Female",25,2,"(3) Widowed","(03) Son/Daughter",14600,14600,11000,1,16458,"(0) rural 0","Classes 6-10","2",0,0,0,1,0,TRUE,4600,8.43381158247719,1,1
"147",30,1,"(01) Jammu & Kashmir 01",13,4,"(1) same state",1000,NA,"(00) none","(1) Male",50,2,"(1) Married","(10) Brother-/Sister-inlaw",14600,14600,11000,1,16458,"(0) rural 0","None","0",1,1,0,0,0,TRUE,13600,9.51782507172414,1,1
"148",60,1,"(01) Jammu & Kashmir 01",13,4,"(1) same state",NA,5000,"(10) Secondary","(2) Female",42,3,"(1) Married","(02) Wife/Husband",46800,15600,NA,3,24586.6660156,"(0) rural 0","Classes 6-10","2",0,1,0,0,0,FALSE,46800,10.7536384819057,1,1
"149",60,1,"(01) Jammu & Kashmir 01",13,4,"(1) same state",NA,NA,"(09) 9th class","(1) Male",27,3,"(2) Unmarried","(03) Son/Daughter",46800,15600,NA,3,24586.6660156,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,46800,10.7536384819057,1,1
"150",60,1,"(01) Jammu & Kashmir 01",13,4,"(1) same state",NA,NA,"(11) 11th Class","(1) Male",25,3,"(2) Unmarried","(03) Son/Daughter",46800,15600,NA,3,24586.6660156,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,FALSE,46800,10.7536384819057,1,1
"151",70,1,"(01) Jammu & Kashmir 01",13,4,"(1) same state",NA,2000,"(09) 9th class","(2) Female",16,2,"(2) Unmarried","(03) Son/Daughter",89650,22412.5,35000,4,20034.5,"(0) rural 0","Classes 6-10","2",0,0,1,0,0,FALSE,89650,11.4036684790333,1,1
"152",70,1,"(01) Jammu & Kashmir 01",13,4,"(1) same state",35000,NA,"(07) 7th class","(2) Female",21,2,"(1) Married","(03) Son/Daughter",89650,22412.5,35000,4,20034.5,"(0) rural 0","Classes 6-10","2",0,1,0,0,0,TRUE,54650,10.9087044936047,1,1
"153",90,1,"(01) Jammu & Kashmir 01",13,4,"(1) same state",NA,15000,"(08) 8th class","(1) Male",70,1,"(1) Married","(06) Father/Mother",104000,26000,NA,4,20906,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,FALSE,104000,11.5521461781235,1,1
"154",90,2,"(01) Jammu & Kashmir 01",13,4,"(1) same state",15000,NA,"(08) 8th class","(1) Male",70,1,"(1) Married","(06) Father/Mother",99000,24750,15000,4,47506,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,84000,11.3385720778255,1,1
"155",100,1,"(01) Jammu & Kashmir 01",13,4,"(2) another state",120000,NA,"(10) Secondary","(1) Male",48,1,"(1) Married","(02) Wife/Husband",230000,57500,120000,4,78917.5,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,110000,11.6082356447746,1,1
"156",110,1,"(01) Jammu & Kashmir 01",13,4,"(2) another state",NA,NA,"(11) 11th Class","(1) Male",26,1,"(2) Unmarried","(03) Son/Daughter",246000,82000,NA,3,58596.6679688,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,FALSE,246000,12.4130868149145,1,1
"157",120,1,"(01) Jammu & Kashmir 01",13,4,"(2) another state",120000,NA,"(12) High Secondary","(1) Male",41,2,"(1) Married","(02) Wife/Husband",323968,40496,216000,8,41662,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,TRUE,203968,12.225718397777,1,1
"158",120,1,"(01) Jammu & Kashmir 01",13,4,"(1) same state",96000,NA,"(12) High Secondary","(1) Male",32,2,"(1) Married","(02) Wife/Husband",323968,40496,216000,8,41662,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,TRUE,227968,12.3369605472093,1,1
"159",120,2,"(01) Jammu & Kashmir 01",13,4,"(2) another state",240000,20000,"(10) Secondary","(1) Male",38,1,"(1) Married","(02) Wife/Husband",240000,80000,240000,3,133330,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,0,0,1,1
"160",130,1,"(01) Jammu & Kashmir 01",13,4,"(1) same state",NA,NA,"(11) 11th Class","(1) Male",19,1,"(2) Unmarried","(05) Grandchild",76700,15340,NA,5,31696,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,FALSE,76700,11.2476569873553,1,1
"161",130,2,"(01) Jammu & Kashmir 01",13,4,"(2) another state",8e+05,NA,"(15) Bachelors","(1) Male",25,4,"(1) Married","(02) Wife/Husband",990300,247575,820000,4,346229,"(0) rural 0","Bachelors","5",1,1,0,0,0,TRUE,190300,12.1563570532842,1,1
"162",130,2,"(01) Jammu & Kashmir 01",13,4,"(1) same state",NA,10000,"(00) none","(1) Male",85,4,"(1) Married","(06) Father/Mother",990300,247575,820000,4,346229,"(0) rural 0","None","0",1,1,0,0,0,FALSE,990300,13.8057632065094,1,1
"163",130,2,"(01) Jammu & Kashmir 01",13,4,"(1) same state",10000,NA,"(10) Secondary","(1) Male",42,4,"(1) Married","(06) Father/Mother",990300,247575,820000,4,346229,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,980300,13.7956139262498,1,1
"164",130,2,"(01) Jammu & Kashmir 01",13,4,"(1) same state",10000,NA,"(08) 8th class","(2) Female",34,4,"(1) Married","(06) Father/Mother",990300,247575,820000,4,346229,"(0) rural 0","Classes 6-10","2",0,1,0,0,0,TRUE,980300,13.7956139262498,1,1
"165",150,1,"(01) Jammu & Kashmir 01",13,4,"(1) same state",NA,6000,"(10) Secondary","(1) Male",16,1,"(2) Unmarried","(09) Nephew/Niece",160910,80455,NA,2,485400.6875,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,160910,11.9886004814532,1,1
"166",160,1,"(01) Jammu & Kashmir 01",13,4,"(1) same state",NA,NA,"(00) none","(1) Male",91,2,"(1) Married","(06) Father/Mother",131800,26360,NA,5,16030,"(0) rural 0","None","0",1,1,0,0,0,FALSE,131800,11.7890409010505,1,1
"167",160,1,"(01) Jammu & Kashmir 01",13,4,"(1) same state",NA,NA,"(00) none","(2) Female",85,2,"(1) Married","(06) Father/Mother",131800,26360,NA,5,16030,"(0) rural 0","None","0",0,1,0,0,0,FALSE,131800,11.7890409010505,1,1
"168",180,1,"(01) Jammu & Kashmir 01",13,4,"(1) same state",15000,NA,"(10) Secondary","(1) Male",30,1,"(1) Married","(02) Wife/Husband",525100,131275,15000,4,156615,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,510100,13.142362063911,1,1
"169",200,1,"(01) Jammu & Kashmir 01",13,4,"(2) another state",1e+05,25000,"(14) 2 years post-secondary","(1) Male",22,1,"(2) Unmarried","(03) Son/Daughter",358650,119550,1e+05,3,90704.6640625,"(0) rural 0","1-2 years post-secondary","4",1,0,1,0,0,TRUE,258650,12.4632310754317,1,1
"170",30,1,"(01) Jammu & Kashmir 01",13,5,"(1) same state",NA,6000,"(02) 2nd class","(1) Male",8,2,"(2) Unmarried","(03) Son/Daughter",87500,29166.6660157,NA,3,74240,"(1) urban 1","Classes 1-5","1",1,0,1,0,1,FALSE,87500,11.3793940723457,1,1
"171",30,1,"(01) Jammu & Kashmir 01",13,5,"(1) same state",NA,3600,"(00) none","(2) Female",80,2,"(3) Widowed","(06) Father/Mother",87500,29166.6660157,NA,3,74240,"(1) urban 1","None","0",0,0,0,1,1,FALSE,87500,11.3793940723457,1,1
"172",40,1,"(01) Jammu & Kashmir 01",13,5,"(1) same state",NA,NA,"(00) none","(1) Male",8,1,"(2) Unmarried","(03) Son/Daughter",168800,28133.3339844,NA,6,23069.6660156,"(1) urban 1","None","0",1,0,1,0,1,FALSE,168800,12.036469861144,1,1
"173",70,1,"(01) Jammu & Kashmir 01",13,5,"(2) another state",80000,NA,"(12) High Secondary","(1) Male",30,1,"(1) Married","(02) Wife/Husband",224000,37333.3320313,80000,6,136737.171875,"(1) urban 1","Classes 11-12","3",1,1,0,0,1,TRUE,144000,11.8775685785581,1,1
"174",90,1,"(01) Jammu & Kashmir 01",13,5,"(1) same state",NA,NA,"(12) High Secondary","(2) Female",33,2,"(1) Married","(02) Wife/Husband",90000,18000,NA,5,35400,"(1) urban 1","Classes 11-12","3",0,1,0,0,1,FALSE,90000,11.4075649493124,1,1
"175",90,1,"(01) Jammu & Kashmir 01",13,5,"(1) same state",NA,NA,"(02) 2nd class","(2) Female",8,2,"(2) Unmarried","(03) Son/Daughter",90000,18000,NA,5,35400,"(1) urban 1","Classes 1-5","1",0,0,1,0,1,FALSE,90000,11.4075649493124,1,1
"176",100,1,"(01) Jammu & Kashmir 01",13,5,"(2) another state",60000,NA,"(11) 11th Class","(1) Male",36,1,"(1) Married","(02) Wife/Husband",414000,37636.3632813,60000,11,53600,"(1) urban 1","Classes 11-12","3",1,1,0,0,1,TRUE,354000,12.7770521921159,1,1
"177",120,1,"(01) Jammu & Kashmir 01",13,5,"(2) another state",96000,NA,"(10) Secondary","(1) Male",42,1,"(1) Married","(02) Wife/Husband",97500,32500,96000,3,49491.3320313,"(1) urban 1","Classes 6-10","2",1,1,0,0,1,TRUE,1500,7.3132203870903,1,1
"178",140,1,"(01) Jammu & Kashmir 01",13,5,"(2) another state",NA,120000,"(12) High Secondary","(1) Male",18,1,"(2) Unmarried","(03) Son/Daughter",337200,84300,NA,4,114590.5,"(1) urban 1","Classes 11-12","3",1,0,1,0,1,FALSE,337200,12.7284315051098,1,1
"179",150,1,"(01) Jammu & Kashmir 01",13,5,"(1) same state",220000,NA,"(09) 9th class","(1) Male",57,1,"(1) Married","(02) Wife/Husband",279150,69787.5,220000,4,111351.5,"(1) urban 1","Classes 6-10","2",1,1,0,0,1,TRUE,59150,10.9878318694065,1,1
"180",170,1,"(01) Jammu & Kashmir 01",13,5,"(1) same state",NA,1500,"(05) 5th class","(1) Male",85,1,"(3) Widowed","(06) Father/Mother",153100,30620,NA,5,40710.8007813,"(1) urban 1","Classes 1-5","1",1,0,0,1,1,FALSE,153100,11.9388465816458,1,1
"181",190,1,"(01) Jammu & Kashmir 01",13,5,"(1) same state",NA,1000,"(00) none","(2) Female",65,1,"(3) Widowed","(06) Father/Mother",55400,13850,NA,4,22941.5,"(1) urban 1","None","0",0,0,0,1,1,FALSE,55400,10.9223348727354,1,1
"182",60,9,"(01) Jammu & Kashmir 01",13,6,"(2) another state",NA,NA,"(15) Bachelors","(1) Male",75,2,"(1) Married","(06) Father/Mother",250000,62500,NA,4,61375,"(1) urban 1","Bachelors","5",1,1,0,0,1,FALSE,250000,12.4292161968444,1,1
"183",60,9,"(01) Jammu & Kashmir 01",13,6,"(2) another state",NA,NA,"(00) none","(2) Female",70,2,"(1) Married","(06) Father/Mother",250000,62500,NA,4,61375,"(1) urban 1","None","0",0,1,0,0,1,FALSE,250000,12.4292161968444,1,1
"184",70,1,"(01) Jammu & Kashmir 01",13,6,"(1) same state",NA,1000,"(00) none","(2) Female",62,1,"(3) Widowed","(07) Brother/Sister",60500,10083.3330078,NA,6,15353.3330078,"(1) urban 1","None","0",0,0,0,1,1,FALSE,60500,11.0103986440189,1,1
"185",120,1,"(01) Jammu & Kashmir 01",13,6,"(1) same state",2e+05,NA,"(15) Bachelors","(1) Male",55,2,"(1) Married","(02) Wife/Husband",1380000,138000,2e+05,10,83045,"(1) urban 1","Bachelors","5",1,1,0,0,1,TRUE,1180000,13.9810249964418,1,1
